dataset_key,dataset_name,split,image_path,image_name,label_path,label_exists,parse_ok,specimen_key,shrimp_id,img_num,disease_from_name,normalized_stem,mask_instances,mask_classes,mask_class_ids,co_infection,total_mask_area_norm,mean_mask_area_norm,ahash,dhash
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_436-1-_jpg.rf.f98592aa90a94eb6bd3fa23bc033f915.jpg,Shrimp_436-1-_jpg.rf.f98592aa90a94eb6bd3fa23bc033f915.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_436-1-_jpg.rf.f98592aa90a94eb6bd3fa23bc033f915.txt,True,True,shrimp::436,436,1,Shrimp,Shrimp_436-1-,1,blackgill,0,False,0.012710831242442142,0.012710831242442142,1101111111011111111111111110011110000001000000000000000000000001,0011110000011010000111000000111000001011011010010110010101100111
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_436-2-_jpg.rf.2a6db5e1edaf8f427c524d1db56946b6.jpg,Shrimp_436-2-_jpg.rf.2a6db5e1edaf8f427c524d1db56946b6.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_436-2-_jpg.rf.2a6db5e1edaf8f427c524d1db56946b6.txt,True,True,shrimp::436,436,2,Shrimp,Shrimp_436-2-,1,blackgill,0,False,0.012508201024413121,0.012508201024413121,1111111111111111111011111110000111000001110000110000000000000000,0001111000011101000011111000101110001011100101111001011110010111
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_436-3-_jpg.rf.235a6ef754817361b815b3da013716b6.jpg,Shrimp_436-3-_jpg.rf.235a6ef754817361b815b3da013716b6.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_436-3-_jpg.rf.235a6ef754817361b815b3da013716b6.txt,True,True,shrimp::436,436,3,Shrimp,Shrimp_436-3-,1,blackgill,0,False,0.010532244316339479,0.010532244316339479,1011111111111111111000111100000110000011000000000000000000000000,0011010000111101000011110001001100101111011011110010000100100101
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_437-1-_jpg.rf.9c0f38a19e4a1ebb5a21c92af07dc688.jpg,Shrimp_437-1-_jpg.rf.9c0f38a19e4a1ebb5a21c92af07dc688.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_437-1-_jpg.rf.9c0f38a19e4a1ebb5a21c92af07dc688.txt,True,True,shrimp::437,437,1,Shrimp,Shrimp_437-1-,0,,,False,0.0,0.0,1111111111111111110000110000000100000000111111001111111011111101,1011000011101010000001100011011100110001101101001101001011001001
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_437-2-_jpg.rf.47938930eb30be44cb3f0dadb2dc098a.jpg,Shrimp_437-2-_jpg.rf.47938930eb30be44cb3f0dadb2dc098a.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_437-2-_jpg.rf.47938930eb30be44cb3f0dadb2dc098a.txt,True,True,shrimp::437,437,2,Shrimp,Shrimp_437-2-,1,blackgill,0,False,0.01722513121426108,0.01722513121426108,1111111111111111000101110000000000000000111111111111111111111111,1111001011111000011001100001011100011100111010001111000111100100
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_437-3-_jpg.rf.36cb1aed7cb045b7ae8a8b5a241719d0.jpg,Shrimp_437-3-_jpg.rf.36cb1aed7cb045b7ae8a8b5a241719d0.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_437-3-_jpg.rf.36cb1aed7cb045b7ae8a8b5a241719d0.txt,True,True,shrimp::437,437,3,Shrimp,Shrimp_437-3-,1,blackgill,0,False,0.016371001941204073,0.016371001941204073,1111111111111111000000010000000011111111111111111111111111111111,1111000001101100001101110001110101101100111000111110010011111000
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_438-1-_jpg.rf.76b471d89a2d8d2ab0988fa4f7712d5a.jpg,Shrimp_438-1-_jpg.rf.76b471d89a2d8d2ab0988fa4f7712d5a.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_438-1-_jpg.rf.76b471d89a2d8d2ab0988fa4f7712d5a.txt,True,True,shrimp::438,438,1,Shrimp,Shrimp_438-1-,1,blackgill,0,False,0.011739036934852592,0.011739036934852592,1111111111111111011111110110111110000001000000010011111101000011,1111001011110001111101001101101100010011011001110101101010001110
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_438-2-_jpg.rf.97ca4b6bf22f34ed2dc01311074d8f9a.jpg,Shrimp_438-2-_jpg.rf.97ca4b6bf22f34ed2dc01311074d8f9a.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_438-2-_jpg.rf.97ca4b6bf22f34ed2dc01311074d8f9a.txt,True,True,shrimp::438,438,2,Shrimp,Shrimp_438-2-,1,blackgill,0,False,0.014414089781522754,0.014414089781522754,1111111111111111111111111100111110000000001000000111100111011100,1101001111010011111100111001111000100111010000111001001100111101
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_438-3-_jpg.rf.fcd92060c2448c5874befc945ed44653.jpg,Shrimp_438-3-_jpg.rf.fcd92060c2448c5874befc945ed44653.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_438-3-_jpg.rf.fcd92060c2448c5874befc945ed44653.txt,True,True,shrimp::438,438,3,Shrimp,Shrimp_438-3-,1,blackgill,0,False,0.02216804640054705,0.02216804640054705,1111111111111111110000000000000000110001011111111111111111111111,1110001011110010100101110110001111100011101110000011101000011010
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_439_jpg.rf.d177c5a4e9aa6f94c3f36ca2ac6b87dd.jpg,Shrimp_439_jpg.rf.d177c5a4e9aa6f94c3f36ca2ac6b87dd.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_439_jpg.rf.d177c5a4e9aa6f94c3f36ca2ac6b87dd.txt,True,True,shrimp::439,439,1,Shrimp,Shrimp_439,0,,,False,0.0,0.0,1111111111111111111111111111111110000000000000000111000111111111,1101001110110011110100111101100000011101110011011100011110010110
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_440-1-_jpg.rf.ebeaccc1fb6b3c503eb874ba034a6892.jpg,Shrimp_440-1-_jpg.rf.ebeaccc1fb6b3c503eb874ba034a6892.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_440-1-_jpg.rf.ebeaccc1fb6b3c503eb874ba034a6892.txt,True,True,shrimp::440,440,1,Shrimp,Shrimp_440-1-,2,blackgill,0,False,0.002059759121417981,0.0010298795607089906,0000001100001111000011110010011100000011000001110000011100000111,1111111111011110101111100100111101001111110101111101111011111110
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_440-2-_jpg.rf.f33dce1334235de4bd1e30ef69235cbd.jpg,Shrimp_440-2-_jpg.rf.f33dce1334235de4bd1e30ef69235cbd.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_440-2-_jpg.rf.f33dce1334235de4bd1e30ef69235cbd.txt,True,True,shrimp::440,440,2,Shrimp,Shrimp_440-2-,1,blackgill,0,False,0.0032643302280903064,0.0032643302280903064,1111100011110000111100001100000011010000111100001100000011000000,0000000000000000000000001010001000010010001001010000100100000001
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_440-3-_jpg.rf.ae31f7373dac59b12a1895e4c1578626.jpg,Shrimp_440-3-_jpg.rf.ae31f7373dac59b12a1895e4c1578626.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_440-3-_jpg.rf.ae31f7373dac59b12a1895e4c1578626.txt,True,True,shrimp::440,440,3,Shrimp,Shrimp_440-3-,1,blackgill,0,False,0.0018372259205579888,0.0018372259205579888,1111111111111111100011110000010100000000000000000000000000000000,0010011000110100101110000010100101100111111001110110010101111111
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_441-1-_jpg.rf.cc571c5d62030df041fc98cd3d22f633.jpg,Shrimp_441-1-_jpg.rf.cc571c5d62030df041fc98cd3d22f633.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_441-1-_jpg.rf.cc571c5d62030df041fc98cd3d22f633.txt,True,True,shrimp::441,441,1,Shrimp,Shrimp_441-1-,1,blackgill,0,False,0.0035679084739684563,0.0035679084739684563,0000000100000001000001110000011100110111000100110000001100001111,1111110111100011101111111011011111100111111101111011011111111011
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_441-2-_jpg.rf.e046946b783517f89b195b18330bd79c.jpg,Shrimp_441-2-_jpg.rf.e046946b783517f89b195b18330bd79c.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_441-2-_jpg.rf.e046946b783517f89b195b18330bd79c.txt,True,True,shrimp::441,441,2,Shrimp,Shrimp_441-2-,1,blackgill,0,False,0.0038319385920763116,0.0038319385920763116,0000001100000111000001110000011100000111000000110000011100001111,1111111111111111111011111001111110110111011001111111011110111011
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_441-3-_jpg.rf.e69cf1a283121bb16509765e0d3c9e1a.jpg,Shrimp_441-3-_jpg.rf.e69cf1a283121bb16509765e0d3c9e1a.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_441-3-_jpg.rf.e69cf1a283121bb16509765e0d3c9e1a.txt,True,True,shrimp::441,441,3,Shrimp,Shrimp_441-3-,1,blackgill,0,False,0.0016177497904300564,0.0016177497904300564,0000001100000111000001110000011100010111000000110000011100001111,1111111111111111100111111001111111100111111101111111111110111011
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_442-1-_jpg.rf.e34c6efca3c1777d12b60f71c1318482.jpg,Shrimp_442-1-_jpg.rf.e34c6efca3c1777d12b60f71c1318482.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_442-1-_jpg.rf.e34c6efca3c1777d12b60f71c1318482.txt,True,True,shrimp::442,442,1,Shrimp,Shrimp_442-1-,1,blackgill,0,False,0.006020653908729565,0.006020653908729565,1111001111100011010000110100001100011111000000110000001100001111,1100101111011111110111111001011110110111100101111100111100111011
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_442-2-_jpg.rf.078254ae97552f3549fb14590b81af5e.jpg,Shrimp_442-2-_jpg.rf.078254ae97552f3549fb14590b81af5e.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_442-2-_jpg.rf.078254ae97552f3549fb14590b81af5e.txt,True,True,shrimp::442,442,2,Shrimp,Shrimp_442-2-,1,blackgill,0,False,0.004756428226709408,0.004756428226709408,1111000011110000111000001010010100000001000000110000111100111111,0100010001000010010010010100100100101011001101100111111011100110
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_442-3-_jpg.rf.923515b73d5e29aa2af56870b7bdf82e.jpg,Shrimp_442-3-_jpg.rf.923515b73d5e29aa2af56870b7bdf82e.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_442-3-_jpg.rf.923515b73d5e29aa2af56870b7bdf82e.txt,True,True,shrimp::442,442,3,Shrimp,Shrimp_442-3-,1,blackgill,0,False,0.004563072317004188,0.004563072317004188,0000011100000111000001110001011100000111000001110000111100000011,1111111001111110011011101110011110011111100111111111111111011111
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_443-1-_jpg.rf.8bb7b158117a2468392d8f7624faca54.jpg,Shrimp_443-1-_jpg.rf.8bb7b158117a2468392d8f7624faca54.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_443-1-_jpg.rf.8bb7b158117a2468392d8f7624faca54.txt,True,True,shrimp::443,443,1,Shrimp,Shrimp_443-1-,1,blackgill,0,False,0.002669583268642417,0.002669583268642417,0011110100111111000111110001010100010111000011110000001100000011,1110010111101111101100111010101110100111101101111101111111111111
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_443-2-_jpg.rf.7b57ab9bf47ad66e2c3553245755e494.jpg,Shrimp_443-2-_jpg.rf.7b57ab9bf47ad66e2c3553245755e494.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_443-2-_jpg.rf.7b57ab9bf47ad66e2c3553245755e494.txt,True,True,shrimp::443,443,2,Shrimp,Shrimp_443-2-,1,blackgill,0,False,0.002697102858066569,0.002697102858066569,0011111110111111110011111100111111011000100000000000000000000000,0111011001110100000110100001101000010110000101110000110101001100
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_443-3-_jpg.rf.22cfbf374327da02f4d8c52db8177a31.jpg,Shrimp_443-3-_jpg.rf.22cfbf374327da02f4d8c52db8177a31.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_443-3-_jpg.rf.22cfbf374327da02f4d8c52db8177a31.txt,True,True,shrimp::443,443,3,Shrimp,Shrimp_443-3-,1,blackgill,0,False,0.002612526679992691,0.002612526679992691,1111111011111110111111001011110010001100100000000000000000000000,0111000001110000001100010110100100111011000011100111000100111001
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_444-1-_jpg.rf.79711ca0399e922575c3d60439675e5d.jpg,Shrimp_444-1-_jpg.rf.79711ca0399e922575c3d60439675e5d.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_444-1-_jpg.rf.79711ca0399e922575c3d60439675e5d.txt,True,True,shrimp::444,444,1,Shrimp,Shrimp_444-1-,1,blackgill,0,False,0.013843964991927152,0.013843964991927152,0011111100001111000010110000101100001111000011100000111100001111,1111101111011111100101110001001110010001101110000111110011011100
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_444-2-_jpg.rf.31899a4fea860147c71758aa1d02e346.jpg,Shrimp_444-2-_jpg.rf.31899a4fea860147c71758aa1d02e346.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_444-2-_jpg.rf.31899a4fea860147c71758aa1d02e346.txt,True,True,shrimp::444,444,2,Shrimp,Shrimp_444-2-,1,blackgill,0,False,0.01424252986907959,0.01424252986907959,0101111100001111000101110001101100011011000110110001001100000000,1001101110111111001001111011011110110111101101110110011111000110
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_444-3-_jpg.rf.32111e53a9e7347c293cc3a30d3d6b1a.jpg,Shrimp_444-3-_jpg.rf.32111e53a9e7347c293cc3a30d3d6b1a.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_444-3-_jpg.rf.32111e53a9e7347c293cc3a30d3d6b1a.txt,True,True,shrimp::444,444,3,Shrimp,Shrimp_444-3-,1,blackgill,0,False,0.009432555717825877,0.009432555717825877,1111100011111011111111111111110010000000110000001100000000000000,0110001100100011101000100100100000101101000110111000100110001001
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_445-1-_jpg.rf.9d4810c0bb124b5fb3ed1035b072f4eb.jpg,Shrimp_445-1-_jpg.rf.9d4810c0bb124b5fb3ed1035b072f4eb.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_445-1-_jpg.rf.9d4810c0bb124b5fb3ed1035b072f4eb.txt,True,True,shrimp::445,445,1,Shrimp,Shrimp_445-1-,1,blackgill,0,False,0.011114189002037048,0.011114189002037048,0000000100000011000000110000111110101011011000110011011100111111,1000011101101111011111110011111101001011010001100110111010111110
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_445-2-_jpg.rf.df7f537932556b82ed0389411aba157b.jpg,Shrimp_445-2-_jpg.rf.df7f537932556b82ed0389411aba157b.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_445-2-_jpg.rf.df7f537932556b82ed0389411aba157b.txt,True,True,shrimp::445,445,2,Shrimp,Shrimp_445-2-,2,blackgill,0,False,0.0033669803169965665,0.0016834901584982832,0000000000000000000000111000111101101111011000110111001110111111,0010000101110110001111110111111101011111110001111100011101101111
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_445-3-_jpg.rf.04188c8fea81ef5ce4cc91e33f7125bb.jpg,Shrimp_445-3-_jpg.rf.04188c8fea81ef5ce4cc91e33f7125bb.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_445-3-_jpg.rf.04188c8fea81ef5ce4cc91e33f7125bb.txt,True,True,shrimp::445,445,3,Shrimp,Shrimp_445-3-,1,blackgill,0,False,0.016129347289204593,0.016129347289204593,0000000000000000000000110000011100101111011000110111001111111111,0011111000111110001111110011111101001111110101111100011101101110
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_446-1-_jpg.rf.b5a1d13ef118a9c66cfdb0283841023d.jpg,Shrimp_446-1-_jpg.rf.b5a1d13ef118a9c66cfdb0283841023d.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_446-1-_jpg.rf.b5a1d13ef118a9c66cfdb0283841023d.txt,True,True,shrimp::446,446,1,Shrimp,Shrimp_446-1-,1,blackgill,0,False,0.003604752993464494,0.003604752993464494,0000001100001111000000110000000100101111000001110000011100000111,1011111111111111101100110110101101001111011011111111111111111111
ewu,EWU Roboflow segmentation,train,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\images\Shrimp_446-2-_jpg.rf.2bce595dc2992267a42ae624e6112dbe.jpg,Shrimp_446-2-_jpg.rf.2bce595dc2992267a42ae624e6112dbe.jpg,C:\Users\Admin\workspace\CVio_Shrimp_Disease_Classification_Capstone_SU26\augmentation_research\baseline_opt\super_paper_fix_leakage_fourier_fair_optimization\ewu_shrimp_disease-1\train\labels\Shrimp_446-2-_jpg.rf.2bce595dc2992267a42ae624e6112dbe.txt,True,True,shrimp::446,446,2,Shrimp,Shrimp_446-2-,1,blackgill,0,False,0.007168515836238884,0.007168515836238884,0111111100111111000010110000001100000111000111110000011100000000,1111111111111111110100111010111110101111101111101011111110100111
