path,source_path,rel_path,filename,class_dir,class_folder,display_class_name,class_name,project_label,label,shrimp_group_stem,shrimp_group_id,group_parse_status,normalized_stem,readable,read_error,file_size,md5,split
/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-11-img-1_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-11-img-1_nobg.png,4. WSSV_BG/WSSV_BG-11-img-1_nobg.png,WSSV_BG-11-img-1_nobg.png,4. WSSV_BG,4. WSSV_BG,WSSV_BG,WSSV_BG,3,3,WSSV_BG-11,4. WSSV_BG::WSSV_BG-11,parsed,WSSV_BG-11-img-1,True,,1336416,60cae96a2ee549c0edc045015bbe9ced,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-11-img-2_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-11-img-2_nobg.png,4. WSSV_BG/WSSV_BG-11-img-2_nobg.png,WSSV_BG-11-img-2_nobg.png,4. WSSV_BG,4. WSSV_BG,WSSV_BG,WSSV_BG,3,3,WSSV_BG-11,4. WSSV_BG::WSSV_BG-11,parsed,WSSV_BG-11-img-2,True,,1221113,82539c2ea166856865eec185d0ec6740,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-11-img-3_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-11-img-3_nobg.png,4. WSSV_BG/WSSV_BG-11-img-3_nobg.png,WSSV_BG-11-img-3_nobg.png,4. WSSV_BG,4. WSSV_BG,WSSV_BG,WSSV_BG,3,3,WSSV_BG-11,4. WSSV_BG::WSSV_BG-11,parsed,WSSV_BG-11-img-3,True,,1346610,135f2f72518de15963160fd4da8b6a43,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-12-img-1_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-12-img-1_nobg.png,4. WSSV_BG/WSSV_BG-12-img-1_nobg.png,WSSV_BG-12-img-1_nobg.png,4. WSSV_BG,4. WSSV_BG,WSSV_BG,WSSV_BG,3,3,WSSV_BG-12,4. WSSV_BG::WSSV_BG-12,parsed,WSSV_BG-12-img-1,True,,964963,5d01d3a863f5f608d67f962f9109e090,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-12-img-2_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-12-img-2_nobg.png,4. WSSV_BG/WSSV_BG-12-img-2_nobg.png,WSSV_BG-12-img-2_nobg.png,4. WSSV_BG,4. WSSV_BG,WSSV_BG,WSSV_BG,3,3,WSSV_BG-12,4. WSSV_BG::WSSV_BG-12,parsed,WSSV_BG-12-img-2,True,,1620907,b0e7e876443f4103e1db1258ed27621d,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-12-img-3_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-12-img-3_nobg.png,4. WSSV_BG/WSSV_BG-12-img-3_nobg.png,WSSV_BG-12-img-3_nobg.png,4. WSSV_BG,4. WSSV_BG,WSSV_BG,WSSV_BG,3,3,WSSV_BG-12,4. WSSV_BG::WSSV_BG-12,parsed,WSSV_BG-12-img-3,True,,1301797,ea1db857c640eecd6dc81822f7946d3d,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-24-img-1_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-24-img-1_nobg.png,4. WSSV_BG/WSSV_BG-24-img-1_nobg.png,WSSV_BG-24-img-1_nobg.png,4. WSSV_BG,4. WSSV_BG,WSSV_BG,WSSV_BG,3,3,WSSV_BG-24,4. WSSV_BG::WSSV_BG-24,parsed,WSSV_BG-24-img-1,True,,853797,bb0099845a97afb904f3590b9cd1bf47,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-24-img-2_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-24-img-2_nobg.png,4. WSSV_BG/WSSV_BG-24-img-2_nobg.png,WSSV_BG-24-img-2_nobg.png,4. WSSV_BG,4. WSSV_BG,WSSV_BG,WSSV_BG,3,3,WSSV_BG-24,4. WSSV_BG::WSSV_BG-24,parsed,WSSV_BG-24-img-2,True,,886651,c64b36411fdcf8ef123635621ecdc79f,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-24-img-3_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-24-img-3_nobg.png,4. WSSV_BG/WSSV_BG-24-img-3_nobg.png,WSSV_BG-24-img-3_nobg.png,4. WSSV_BG,4. WSSV_BG,WSSV_BG,WSSV_BG,3,3,WSSV_BG-24,4. WSSV_BG::WSSV_BG-24,parsed,WSSV_BG-24-img-3,True,,882772,3c39a28f8cf1d948e7266355f47a0c11,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-3-img-1_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-3-img-1_nobg.png,4. WSSV_BG/WSSV_BG-3-img-1_nobg.png,WSSV_BG-3-img-1_nobg.png,4. WSSV_BG,4. WSSV_BG,WSSV_BG,WSSV_BG,3,3,WSSV_BG-3,4. WSSV_BG::WSSV_BG-3,parsed,WSSV_BG-3-img-1,True,,2721168,002b8b50d8f5e8a2252100ca5287c532,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-3-img-2_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-3-img-2_nobg.png,4. WSSV_BG/WSSV_BG-3-img-2_nobg.png,WSSV_BG-3-img-2_nobg.png,4. WSSV_BG,4. WSSV_BG,WSSV_BG,WSSV_BG,3,3,WSSV_BG-3,4. WSSV_BG::WSSV_BG-3,parsed,WSSV_BG-3-img-2,True,,2408336,494cfc899a191f91e14fd959c3e8d1ad,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-3-img-3_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-3-img-3_nobg.png,4. WSSV_BG/WSSV_BG-3-img-3_nobg.png,WSSV_BG-3-img-3_nobg.png,4. WSSV_BG,4. WSSV_BG,WSSV_BG,WSSV_BG,3,3,WSSV_BG-3,4. WSSV_BG::WSSV_BG-3,parsed,WSSV_BG-3-img-3,True,,2413423,82943a6aab34d46826b12019666d9634,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-31-img-1_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-31-img-1_nobg.png,4. WSSV_BG/WSSV_BG-31-img-1_nobg.png,WSSV_BG-31-img-1_nobg.png,4. WSSV_BG,4. WSSV_BG,WSSV_BG,WSSV_BG,3,3,WSSV_BG-31,4. WSSV_BG::WSSV_BG-31,parsed,WSSV_BG-31-img-1,True,,814729,2d039c4a890fea760ce6174586a78f79,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-31-img-2_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-31-img-2_nobg.png,4. WSSV_BG/WSSV_BG-31-img-2_nobg.png,WSSV_BG-31-img-2_nobg.png,4. WSSV_BG,4. WSSV_BG,WSSV_BG,WSSV_BG,3,3,WSSV_BG-31,4. WSSV_BG::WSSV_BG-31,parsed,WSSV_BG-31-img-2,True,,612735,a2b941bfa5c5781fe36d331019048a30,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-31-img-3_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-31-img-3_nobg.png,4. WSSV_BG/WSSV_BG-31-img-3_nobg.png,WSSV_BG-31-img-3_nobg.png,4. WSSV_BG,4. WSSV_BG,WSSV_BG,WSSV_BG,3,3,WSSV_BG-31,4. WSSV_BG::WSSV_BG-31,parsed,WSSV_BG-31-img-3,True,,877732,cd13b7e59b6d2bdb6a942f25a22257a7,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-36-img-1_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-36-img-1_nobg.png,4. WSSV_BG/WSSV_BG-36-img-1_nobg.png,WSSV_BG-36-img-1_nobg.png,4. WSSV_BG,4. WSSV_BG,WSSV_BG,WSSV_BG,3,3,WSSV_BG-36,4. WSSV_BG::WSSV_BG-36,parsed,WSSV_BG-36-img-1,True,,993629,ae33b034e356d8b95cef9266697ca13d,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-36-img-2_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-36-img-2_nobg.png,4. WSSV_BG/WSSV_BG-36-img-2_nobg.png,WSSV_BG-36-img-2_nobg.png,4. WSSV_BG,4. WSSV_BG,WSSV_BG,WSSV_BG,3,3,WSSV_BG-36,4. WSSV_BG::WSSV_BG-36,parsed,WSSV_BG-36-img-2,True,,938218,3552c65ea77768f0b240745fe397edd5,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-36-img-3_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-36-img-3_nobg.png,4. WSSV_BG/WSSV_BG-36-img-3_nobg.png,WSSV_BG-36-img-3_nobg.png,4. WSSV_BG,4. WSSV_BG,WSSV_BG,WSSV_BG,3,3,WSSV_BG-36,4. WSSV_BG::WSSV_BG-36,parsed,WSSV_BG-36-img-3,True,,975278,75be0ac633fb7627ee7eb97022c1ecf1,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-38-img-1_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-38-img-1_nobg.png,4. WSSV_BG/WSSV_BG-38-img-1_nobg.png,WSSV_BG-38-img-1_nobg.png,4. WSSV_BG,4. WSSV_BG,WSSV_BG,WSSV_BG,3,3,WSSV_BG-38,4. WSSV_BG::WSSV_BG-38,parsed,WSSV_BG-38-img-1,True,,549726,9f6c7349055f1042698e43c7ee03518f,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-38-img-2_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-38-img-2_nobg.png,4. WSSV_BG/WSSV_BG-38-img-2_nobg.png,WSSV_BG-38-img-2_nobg.png,4. WSSV_BG,4. WSSV_BG,WSSV_BG,WSSV_BG,3,3,WSSV_BG-38,4. WSSV_BG::WSSV_BG-38,parsed,WSSV_BG-38-img-2,True,,563777,bbbf23bac218af42c0e120548a5539ea,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-38-img-3_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-38-img-3_nobg.png,4. WSSV_BG/WSSV_BG-38-img-3_nobg.png,WSSV_BG-38-img-3_nobg.png,4. WSSV_BG,4. WSSV_BG,WSSV_BG,WSSV_BG,3,3,WSSV_BG-38,4. WSSV_BG::WSSV_BG-38,parsed,WSSV_BG-38-img-3,True,,822477,2b7ed15e84b85fd69e837fd4d9b91337,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-47-img-1_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-47-img-1_nobg.png,4. WSSV_BG/WSSV_BG-47-img-1_nobg.png,WSSV_BG-47-img-1_nobg.png,4. WSSV_BG,4. WSSV_BG,WSSV_BG,WSSV_BG,3,3,WSSV_BG-47,4. WSSV_BG::WSSV_BG-47,parsed,WSSV_BG-47-img-1,True,,1022322,04a89774cea1b3c9c5b364710fb2f105,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-47-img-2_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-47-img-2_nobg.png,4. WSSV_BG/WSSV_BG-47-img-2_nobg.png,WSSV_BG-47-img-2_nobg.png,4. WSSV_BG,4. WSSV_BG,WSSV_BG,WSSV_BG,3,3,WSSV_BG-47,4. WSSV_BG::WSSV_BG-47,parsed,WSSV_BG-47-img-2,True,,1039698,1adfb0cc6cec12ca3f296048350522db,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-47-img-3_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-47-img-3_nobg.png,4. WSSV_BG/WSSV_BG-47-img-3_nobg.png,WSSV_BG-47-img-3_nobg.png,4. WSSV_BG,4. WSSV_BG,WSSV_BG,WSSV_BG,3,3,WSSV_BG-47,4. WSSV_BG::WSSV_BG-47,parsed,WSSV_BG-47-img-3,True,,1009485,baa65dc8e577cc3800f2360c1056c3cd,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-49-img-1_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-49-img-1_nobg.png,4. WSSV_BG/WSSV_BG-49-img-1_nobg.png,WSSV_BG-49-img-1_nobg.png,4. WSSV_BG,4. WSSV_BG,WSSV_BG,WSSV_BG,3,3,WSSV_BG-49,4. WSSV_BG::WSSV_BG-49,parsed,WSSV_BG-49-img-1,True,,1159471,ec9bcdd66258a3f1666fa23b16bbd8c9,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-49-img-2_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-49-img-2_nobg.png,4. WSSV_BG/WSSV_BG-49-img-2_nobg.png,WSSV_BG-49-img-2_nobg.png,4. WSSV_BG,4. WSSV_BG,WSSV_BG,WSSV_BG,3,3,WSSV_BG-49,4. WSSV_BG::WSSV_BG-49,parsed,WSSV_BG-49-img-2,True,,1170857,4dfbc5157b302086bda200018d8fc765,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-49-img-3_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-49-img-3_nobg.png,4. WSSV_BG/WSSV_BG-49-img-3_nobg.png,WSSV_BG-49-img-3_nobg.png,4. WSSV_BG,4. WSSV_BG,WSSV_BG,WSSV_BG,3,3,WSSV_BG-49,4. WSSV_BG::WSSV_BG-49,parsed,WSSV_BG-49-img-3,True,,954266,5ecb2c31135cbed0359abb0881d9a0ca,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-50-img-1_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-50-img-1_nobg.png,4. WSSV_BG/WSSV_BG-50-img-1_nobg.png,WSSV_BG-50-img-1_nobg.png,4. WSSV_BG,4. WSSV_BG,WSSV_BG,WSSV_BG,3,3,WSSV_BG-50,4. WSSV_BG::WSSV_BG-50,parsed,WSSV_BG-50-img-1,True,,938740,bbc4fb40ff6422160aaf86b97882345a,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-50-img-2_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-50-img-2_nobg.png,4. WSSV_BG/WSSV_BG-50-img-2_nobg.png,WSSV_BG-50-img-2_nobg.png,4. WSSV_BG,4. WSSV_BG,WSSV_BG,WSSV_BG,3,3,WSSV_BG-50,4. WSSV_BG::WSSV_BG-50,parsed,WSSV_BG-50-img-2,True,,1151433,d97d77a2c82c96e16d668ddd4bcceb9f,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-50-img-3_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-50-img-3_nobg.png,4. WSSV_BG/WSSV_BG-50-img-3_nobg.png,WSSV_BG-50-img-3_nobg.png,4. WSSV_BG,4. WSSV_BG,WSSV_BG,WSSV_BG,3,3,WSSV_BG-50,4. WSSV_BG::WSSV_BG-50,parsed,WSSV_BG-50-img-3,True,,867361,d3c12b5d7943ab0400031532ca1f0b72,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-57-img-1_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-57-img-1_nobg.png,4. WSSV_BG/WSSV_BG-57-img-1_nobg.png,WSSV_BG-57-img-1_nobg.png,4. WSSV_BG,4. WSSV_BG,WSSV_BG,WSSV_BG,3,3,WSSV_BG-57,4. WSSV_BG::WSSV_BG-57,parsed,WSSV_BG-57-img-1,True,,755802,c0ed6e80ed07f77af644f5facdb575fa,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-57-img-2_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-57-img-2_nobg.png,4. WSSV_BG/WSSV_BG-57-img-2_nobg.png,WSSV_BG-57-img-2_nobg.png,4. WSSV_BG,4. WSSV_BG,WSSV_BG,WSSV_BG,3,3,WSSV_BG-57,4. WSSV_BG::WSSV_BG-57,parsed,WSSV_BG-57-img-2,True,,853414,6c3660d93d62a31629b9263da0b122c6,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-57-img-3_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-57-img-3_nobg.png,4. WSSV_BG/WSSV_BG-57-img-3_nobg.png,WSSV_BG-57-img-3_nobg.png,4. WSSV_BG,4. WSSV_BG,WSSV_BG,WSSV_BG,3,3,WSSV_BG-57,4. WSSV_BG::WSSV_BG-57,parsed,WSSV_BG-57-img-3,True,,901599,8b776a1c95081c0c716be03d26b4760e,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-63-img-1_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-63-img-1_nobg.png,4. WSSV_BG/WSSV_BG-63-img-1_nobg.png,WSSV_BG-63-img-1_nobg.png,4. WSSV_BG,4. WSSV_BG,WSSV_BG,WSSV_BG,3,3,WSSV_BG-63,4. WSSV_BG::WSSV_BG-63,parsed,WSSV_BG-63-img-1,True,,1111451,379b06583ad614581960a286229d810c,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-63-img-2_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-63-img-2_nobg.png,4. WSSV_BG/WSSV_BG-63-img-2_nobg.png,WSSV_BG-63-img-2_nobg.png,4. WSSV_BG,4. WSSV_BG,WSSV_BG,WSSV_BG,3,3,WSSV_BG-63,4. WSSV_BG::WSSV_BG-63,parsed,WSSV_BG-63-img-2,True,,1127207,15ee6bb8efdd68210307872676c77c05,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-63-img-3_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/4. WSSV_BG/WSSV_BG-63-img-3_nobg.png,4. WSSV_BG/WSSV_BG-63-img-3_nobg.png,WSSV_BG-63-img-3_nobg.png,4. WSSV_BG,4. WSSV_BG,WSSV_BG,WSSV_BG,3,3,WSSV_BG-63,4. WSSV_BG::WSSV_BG-63,parsed,WSSV_BG-63-img-3,True,,1040614,cd754ca0445dc907bf44179fd351939a,test
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-1-img-1_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-1-img-1_nobg.png,1. Healthy/Healthy-1-img-1_nobg.png,Healthy-1-img-1_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-1,1. Healthy::Healthy-1,parsed,Healthy-1-img-1,True,,1089089,39056102656a5af7b3c47334d6f54ae4,train
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-1-img-2_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-1-img-2_nobg.png,1. Healthy/Healthy-1-img-2_nobg.png,Healthy-1-img-2_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-1,1. Healthy::Healthy-1,parsed,Healthy-1-img-2,True,,919712,a62dc67661c22cf83914bb1ef828c505,train
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-1-img-3_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-1-img-3_nobg.png,1. Healthy/Healthy-1-img-3_nobg.png,Healthy-1-img-3_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-1,1. Healthy::Healthy-1,parsed,Healthy-1-img-3,True,,1001919,fe60219bed0eca5264578afcd36a08dd,train
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-100-img-1_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-100-img-1_nobg.png,1. Healthy/Healthy-100-img-1_nobg.png,Healthy-100-img-1_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-100,1. Healthy::Healthy-100,parsed,Healthy-100-img-1,True,,1080840,d9e43082673695580446d00fb37a3f9e,train
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-100-img-2_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-100-img-2_nobg.png,1. Healthy/Healthy-100-img-2_nobg.png,Healthy-100-img-2_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-100,1. Healthy::Healthy-100,parsed,Healthy-100-img-2,True,,971378,6e924ad223f3eea2ee03a9bdcd211ddb,train
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-100-img-3_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-100-img-3_nobg.png,1. Healthy/Healthy-100-img-3_nobg.png,Healthy-100-img-3_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-100,1. Healthy::Healthy-100,parsed,Healthy-100-img-3,True,,892329,78be141f8fedc6fa408eed52d617c55c,train
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-101-img-1_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-101-img-1_nobg.png,1. Healthy/Healthy-101-img-1_nobg.png,Healthy-101-img-1_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-101,1. Healthy::Healthy-101,parsed,Healthy-101-img-1,True,,1252296,f09e53eff768e62b4f06df505378fbc0,train
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-101-img-2_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-101-img-2_nobg.png,1. Healthy/Healthy-101-img-2_nobg.png,Healthy-101-img-2_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-101,1. Healthy::Healthy-101,parsed,Healthy-101-img-2,True,,1207024,5789ee428ce992c94d58d7c92b0b6a2c,train
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-101-img-3_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-101-img-3_nobg.png,1. Healthy/Healthy-101-img-3_nobg.png,Healthy-101-img-3_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-101,1. Healthy::Healthy-101,parsed,Healthy-101-img-3,True,,1321655,2ab8fb4abee01fa8ae513fa79a4b11c7,train
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-102-img-1_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-102-img-1_nobg.png,1. Healthy/Healthy-102-img-1_nobg.png,Healthy-102-img-1_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-102,1. Healthy::Healthy-102,parsed,Healthy-102-img-1,True,,1063682,388c18149aef55084fab53598d270e4a,train
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-102-img-2_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-102-img-2_nobg.png,1. Healthy/Healthy-102-img-2_nobg.png,Healthy-102-img-2_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-102,1. Healthy::Healthy-102,parsed,Healthy-102-img-2,True,,1031489,9d4640cd717dcc4ec986c10d1a2ef101,train
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-102-img-3_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-102-img-3_nobg.png,1. Healthy/Healthy-102-img-3_nobg.png,Healthy-102-img-3_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-102,1. Healthy::Healthy-102,parsed,Healthy-102-img-3,True,,1031606,5072e6c2a9ac7eb0833fb9b4e67b7b6b,train
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-103-img-1_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-103-img-1_nobg.png,1. Healthy/Healthy-103-img-1_nobg.png,Healthy-103-img-1_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-103,1. Healthy::Healthy-103,parsed,Healthy-103-img-1,True,,1232485,71ce290813127dc40e52998461d12397,train
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-103-img-2_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-103-img-2_nobg.png,1. Healthy/Healthy-103-img-2_nobg.png,Healthy-103-img-2_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-103,1. Healthy::Healthy-103,parsed,Healthy-103-img-2,True,,1085489,38f2512c8b85c84f119e88394b436ca7,train
/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-103-img-3_nobg.png,/home/drnguyenvinh/notebooks/processed-images/processed_images/1. Healthy/Healthy-103-img-3_nobg.png,1. Healthy/Healthy-103-img-3_nobg.png,Healthy-103-img-3_nobg.png,1. Healthy,1. Healthy,Healthy,Healthy,0,0,Healthy-103,1. Healthy::Healthy-103,parsed,Healthy-103-img-3,True,,730559,7ac8054d2fe5fb63b38538a3eb181ef0,train
