split,src_image,src_label,source_group,image_level,stem,n_boxes
train,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/4. WSSV_BG/images/WSSV_BG-50-img-3.jpg,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/4. WSSV_BG/labels/WSSV_BG-50-img-3.txt,WSSV_BG,WSSV_BG,WSSV_BG-50-img-3,16
train,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/4. WSSV_BG/images/WSSV_BG-72-img-1.jpg,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/4. WSSV_BG/labels/WSSV_BG-72-img-1.txt,WSSV_BG,WSSV_BG,WSSV_BG-72-img-1,11
train,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/4. WSSV_BG/images/WSSV_BG-32-img-1.jpg,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/4. WSSV_BG/labels/WSSV_BG-32-img-1.txt,WSSV_BG,WSSV_BG,WSSV_BG-32-img-1,14
train,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/1. BG/images/BG-34-img-1.jpg,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/1. BG/labels/BG-34-img-1.txt,BG,BG,BG-34-img-1,3
train,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/1. BG/images/BG-52-img-3.jpg,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/1. BG/labels/BG-52-img-3.txt,BG,BG,BG-52-img-3,2
train,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/4. WSSV_BG/images/WSSV_BG-69-img-2.jpg,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/4. WSSV_BG/labels/WSSV_BG-69-img-2.txt,WSSV_BG,WSSV_BG,WSSV_BG-69-img-2,14
train,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/4. WSSV_BG/images/WSSV_BG-78-img-1.jpg,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/4. WSSV_BG/labels/WSSV_BG-78-img-1.txt,WSSV_BG,WSSV_BG,WSSV_BG-78-img-1,7
train,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/4. WSSV_BG/images/WSSV_BG-31-img-1.jpg,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/4. WSSV_BG/labels/WSSV_BG-31-img-1.txt,WSSV_BG,WSSV_BG,WSSV_BG-31-img-1,8
train,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/4. WSSV_BG/images/WSSV_BG-80-img-2.jpg,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/4. WSSV_BG/labels/WSSV_BG-80-img-2.txt,WSSV_BG,WSSV_BG,WSSV_BG-80-img-2,14
train,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/2. WSSV/images/WSSV-34-img-1.jpg,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/2. WSSV/labels/WSSV-34-img-1.txt,WSSV,WSSV,WSSV-34-img-1,8
train,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/4. WSSV_BG/images/WSSV_BG-48-img-2.jpg,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/4. WSSV_BG/labels/WSSV_BG-48-img-2.txt,WSSV_BG,WSSV_BG,WSSV_BG-48-img-2,20
train,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/4. WSSV_BG/images/WSSV_BG-13-img-2.jpg,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/4. WSSV_BG/labels/WSSV_BG-13-img-2.txt,WSSV_BG,WSSV_BG,WSSV_BG-13-img-2,8
train,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/2. WSSV/images/WSSV-15-img-2.jpg,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/2. WSSV/labels/WSSV-15-img-2.txt,WSSV,WSSV,WSSV-15-img-2,2
train,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/2. WSSV/images/WSSV-95-img-1.jpg,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/2. WSSV/labels/WSSV-95-img-1.txt,WSSV,WSSV,WSSV-95-img-1,3
train,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/2. WSSV/images/WSSV-32-img-2.jpg,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/2. WSSV/labels/WSSV-32-img-2.txt,WSSV,WSSV,WSSV-32-img-2,2
train,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/1. BG/images/BG-3-img-1.jpg,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/1. BG/labels/BG-3-img-1.txt,BG,BG,BG-3-img-1,2
train,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/2. WSSV/images/WSSV-107-img-1.jpg,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/2. WSSV/labels/WSSV-107-img-1.txt,WSSV,WSSV,WSSV-107-img-1,3
train,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/4. WSSV_BG/images/WSSV_BG-42-img-1.jpg,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/4. WSSV_BG/labels/WSSV_BG-42-img-1.txt,WSSV_BG,WSSV_BG,WSSV_BG-42-img-1,2
train,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/2. WSSV/images/WSSV-87-img-2.jpg,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/2. WSSV/labels/WSSV-87-img-2.txt,WSSV,WSSV,WSSV-87-img-2,10
train,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/2. WSSV/images/WSSV-118-img-2.jpg,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/2. WSSV/labels/WSSV-118-img-2.txt,WSSV,WSSV,WSSV-118-img-2,5
train,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/4. WSSV_BG/images/WSSV_BG-54-img-2.jpg,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/4. WSSV_BG/labels/WSSV_BG-54-img-2.txt,WSSV_BG,WSSV_BG,WSSV_BG-54-img-2,15
train,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/2. WSSV/images/WSSV-56-img-3.jpg,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/2. WSSV/labels/WSSV-56-img-3.txt,WSSV,WSSV,WSSV-56-img-3,5
train,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/1. BG/images/BG-72-img-2.jpg,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/1. BG/labels/BG-72-img-2.txt,BG,BG,BG-72-img-2,16
train,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/4. WSSV_BG/images/WSSV_BG-72-img-3.jpg,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/4. WSSV_BG/labels/WSSV_BG-72-img-3.txt,WSSV_BG,WSSV_BG,WSSV_BG-72-img-3,8
train,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/2. WSSV/images/WSSV-49-img-3.jpg,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/2. WSSV/labels/WSSV-49-img-3.txt,WSSV,WSSV,WSSV-49-img-3,13
train,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/4. WSSV_BG/images/WSSV_BG-10-img-2.jpg,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/4. WSSV_BG/labels/WSSV_BG-10-img-2.txt,WSSV_BG,WSSV_BG,WSSV_BG-10-img-2,7
train,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/4. WSSV_BG/images/WSSV_BG-61-img-3.jpg,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/4. WSSV_BG/labels/WSSV_BG-61-img-3.txt,WSSV_BG,WSSV_BG,WSSV_BG-61-img-3,7
train,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/2. WSSV/images/WSSV-53-img-2.jpg,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/2. WSSV/labels/WSSV-53-img-2.txt,WSSV,WSSV,WSSV-53-img-2,20
train,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/4. WSSV_BG/images/WSSV_BG-5-img-3.jpg,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/4. WSSV_BG/labels/WSSV_BG-5-img-3.txt,WSSV_BG,WSSV_BG,WSSV_BG-5-img-3,14
train,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/1. BG/images/BG-32-img-1.jpg,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/1. BG/labels/BG-32-img-1.txt,BG,BG,BG-32-img-1,2
train,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/4. WSSV_BG/images/WSSV_BG-72-img-2.jpg,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/4. WSSV_BG/labels/WSSV_BG-72-img-2.txt,WSSV_BG,WSSV_BG,WSSV_BG-72-img-2,13
train,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/2. WSSV/images/WSSV-63-img-3.jpg,/home/drnguyenvinh/notebooks/shrimp_od_yolo_ultralytics_under12M_17models_rtx4090_v3_FIXED_OD_ONLY/kaggle_raw/shrimpdiseaseimagebd/ShrimpDiseaseImageBD An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases in Bangladesh/Root/Annotated Diseased Shrimp Images/Annotated Diseased Shrimp Images/2. WSSV/labels/WSSV-63-img-3.txt,WSSV,WSSV,WSSV-63-img-3,22
