Index,source_dataset,original_class,source_path,filename,suffix,bytes,width,height,mode,sha256,class_name,split,label,materialized_path
627,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-53-img-2_nobg.png,BG-53-img-2_nobg.png,.png,1138370,2048,2048,RGBA,421147e429f16e3061f71d8e16aec8d1cec35374d52c4842df96cc63f4b75c51,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/421147e429f1_sddb_00384.png
418,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-54-img-2_nobg.png,BG-54-img-2_nobg.png,.png,885299,2048,2048,RGBA,16fe3e1837837152601027dfe5c714a54b2b1dcf3f70781c09f74cc26f42641a,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/16fe3e183783_sddb_00385.png
336,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-55-img-1_nobg.png,BG-55-img-1_nobg.png,.png,811927,2048,2048,RGBA,02a59de9dd3e57953ba8ef7494f5ed302f6cea1921d9e9d3a5836282c020b661,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/02a59de9dd3e_sddb_00386.png
1041,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-55-img-2_nobg.png,BG-55-img-2_nobg.png,.png,851398,2048,2048,RGBA,9d75dd3cc5b5c59df2d40c4605961a7e7062c737dcc344c658373a2eb8932a7a,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/9d75dd3cc5b5_sddb_00387.png
1056,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-55-img-3_nobg.png,BG-55-img-3_nobg.png,.png,902698,2048,2048,RGBA,a0c4cbcda3191b64192b9396703b628b25dd1b0ba979cac541f37946529e9644,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/a0c4cbcda319_sddb_00388.png
348,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-56-img-1_nobg.png,BG-56-img-1_nobg.png,.png,864572,2048,2048,RGBA,05e42a700e46e84ee35f89d74497f70872638a415653745879deaa262eb2c79b,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/05e42a700e46_sddb_00389.png
1328,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-56-img-2_nobg.png,BG-56-img-2_nobg.png,.png,1065188,2048,2048,RGBA,e18725bd694dfc3492ab49238a9d516347ae4283e467c4b79ce3afc7260447c5,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/e18725bd694d_sddb_00390.png
765,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-56-img-3_nobg.png,BG-56-img-3_nobg.png,.png,997329,2048,2048,RGBA,608b8c2e571f9192f514f62c668a749697a15652c7c96fc563c22a74971b35c5,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/608b8c2e571f_sddb_00391.png
1382,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-57-img-1_nobg.png,BG-57-img-1_nobg.png,.png,1143621,2048,2048,RGBA,ed9b9dfffcd94d4a2274d64638f0ef651daccec7b257831d550e58ad355abcbc,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/ed9b9dfffcd9_sddb_00392.png
931,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-58-img-2_nobg.png,BG-58-img-2_nobg.png,.png,1145688,2048,2048,RGBA,84902af7758b34d87b2bf8fed6efbaccb62539fe7d2ca8382bd5f193413ffa15,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/84902af7758b_sddb_00393.png
592,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-58-img-3_nobg.png,BG-58-img-3_nobg.png,.png,934087,2048,2048,RGBA,3b957f7856f63eeaf19e7529bc38a760fdf26e8466f474b0e3d08e960bb1bd05,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/3b957f7856f6_sddb_00394.png
808,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-59-img-2_nobg.png,BG-59-img-2_nobg.png,.png,1045282,2048,2048,RGBA,694d5994fe249c6ef79711728fa677054b725c3a47676848b3a8839e5d448743,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/694d5994fe24_sddb_00395.png
861,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-59-img-3_nobg.png,BG-59-img-3_nobg.png,.png,1018189,2048,2048,RGBA,72d68726d8b5906a9e9ee71f6e7553662e1d0302b39e0b315c8adf34b02e3e26,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/72d68726d8b5_sddb_00396.png
593,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-6-img-1_nobg.png,BG-6-img-1_nobg.png,.png,1314587,2048,2048,RGBA,3c6f5c8c1e6d6b9c5abf7590e554673cf3ea6cc3a995c31343029f8ae0eb0421,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/3c6f5c8c1e6d_sddb_00397.png
781,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-60-img-1_nobg.png,BG-60-img-1_nobg.png,.png,980877,2048,2048,RGBA,63506503cb4712415bec20d6462b48b02f85e3c3860c05eabc2c87b07a99f8e6,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/63506503cb47_sddb_00398.png
1349,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-61-img-1_nobg.png,BG-61-img-1_nobg.png,.png,778653,2048,2048,RGBA,e5f20c7e92cb41e4da3daed329cbd630add9150d9385bc1be7ff99f49a41f8c1,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/e5f20c7e92cb_sddb_00399.png
850,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-61-img-2_nobg.png,BG-61-img-2_nobg.png,.png,856564,2048,2048,RGBA,717f730f4c852e2b4a60de93328e2ad329fd9e46bbf5c5617aa85690286b69f6,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/717f730f4c85_sddb_00400.png
490,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-61-img-3_nobg.png,BG-61-img-3_nobg.png,.png,795695,2048,2048,RGBA,256926a348d0b695f3904fa88676124159047319f21c2ad91de3f40863e65c0a,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/256926a348d0_sddb_00401.png
689,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-62-img-1_nobg.png,BG-62-img-1_nobg.png,.png,791222,2048,2048,RGBA,4f54a58add702bc7f114e0d32fd54f25cfa00691cf5f86d38bb982398fa8cbc0,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/4f54a58add70_sddb_00402.png
971,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-62-img-2_nobg.png,BG-62-img-2_nobg.png,.png,852011,2048,2048,RGBA,8bcaf806bf159f5fe42024fac7cad97363adc6fd8be41e92eff634b6163a2b89,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/8bcaf806bf15_sddb_00403.png
1164,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-63-img-2_nobg.png,BG-63-img-2_nobg.png,.png,902630,2048,2048,RGBA,b7f4fc048a5ea480fb8a4c125426a57177cce2962d47507b5a943fd29435bd96,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/b7f4fc048a5e_sddb_00404.png
1283,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-64-img-2_nobg.png,BG-64-img-2_nobg.png,.png,882724,2048,2048,RGBA,d583249596eded4eadfbb1aee319c6864b8bc7359c764622e5da29068f33b029,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/d583249596ed_sddb_00405.png
789,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-65-img-1_nobg.png,BG-65-img-1_nobg.png,.png,957237,2048,2048,RGBA,64dd3c073db556122ef8217ef15d33ddbcf5d404799cd1721516147b67619f54,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/64dd3c073db5_sddb_00406.png
1231,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-66-img-1_nobg.png,BG-66-img-1_nobg.png,.png,843696,2048,2048,RGBA,c83fc52257edf39a97ba193b798f90973601a8dc52cfde64579a71b2ab8a1b45,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/c83fc52257ed_sddb_00407.png
1011,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-66-img-3_nobg.png,BG-66-img-3_nobg.png,.png,936058,2048,2048,RGBA,9637ba21f0a78df3920e3865444fc35bb668bfa2f3af714e7476e3db96c853bf,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/9637ba21f0a7_sddb_00408.png
1014,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-67-img-1_nobg.png,BG-67-img-1_nobg.png,.png,1175539,2048,2048,RGBA,970fdd8b96593e35e5ffc4abaf7d419c53ecfc04602768341c4aae3ae476de22,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/970fdd8b9659_sddb_00409.png
1381,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-67-img-2_nobg.png,BG-67-img-2_nobg.png,.png,1288359,2048,2048,RGBA,ed526714b8abe3a78682f4257d5ea391cf309f623aa26955fdf114eca9ed3d39,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/ed526714b8ab_sddb_00410.png
960,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-67-img-3_nobg.png,BG-67-img-3_nobg.png,.png,1027289,2048,2048,RGBA,8a5b9416efbad7871e15ea028fd37b71225659f6cfca96370d2976caad015342,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/8a5b9416efba_sddb_00411.png
597,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-68-img-1_nobg.png,BG-68-img-1_nobg.png,.png,867668,2048,2048,RGBA,3d2e44d5b539b29fe77cbff6560cda54cd158fb9418a7bed44d39564b5275f6b,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/3d2e44d5b539_sddb_00412.png
559,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-68-img-2_nobg.png,BG-68-img-2_nobg.png,.png,1004837,2048,2048,RGBA,334e7e1edfaf04a4385c6967c5735ad05081e68810a7a144b421bf8666b7cf75,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/334e7e1edfaf_sddb_00413.png
1134,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-69-img-1_nobg.png,BG-69-img-1_nobg.png,.png,986991,2048,2048,RGBA,b0bd356034b78afeb0ff9cc50923d3ddedb5b5956617e036db5928f2b57278d5,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/b0bd356034b7_sddb_00414.png
1025,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-69-img-3_nobg.png,BG-69-img-3_nobg.png,.png,1003449,2048,2048,RGBA,9a49433a74d05cc2406d5166c0a174fe0a147d38aea276dc50b3c95fd06987ac,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/9a49433a74d0_sddb_00415.png
1079,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-7-img-1_nobg.png,BG-7-img-1_nobg.png,.png,967934,2048,2048,RGBA,a5019b5d1d793e8f9eecc55124efa6266ff5a1593eb56c386f959d5820678183,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/a5019b5d1d79_sddb_00416.png
963,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-7-img-2_nobg.png,BG-7-img-2_nobg.png,.png,568273,2048,2048,RGBA,8ae86d93cd97417abca23ae25d96634b50c22a7447fd981f5e9a0eb18ea83305,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/8ae86d93cd97_sddb_00417.png
469,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-70-img-1_nobg.png,BG-70-img-1_nobg.png,.png,845547,2048,2048,RGBA,208d772dadcf568f0e83cdfd43a506509c8550b6ff79615183c25ca5ce95169f,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/208d772dadcf_sddb_00418.png
611,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-70-img-2_nobg.png,BG-70-img-2_nobg.png,.png,1108502,2048,2048,RGBA,3f35fbcefbc746a4b6ac6e6ff2b367dd4e109ad217c7e53498f71ea704bf00e1,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/3f35fbcefbc7_sddb_00419.png
1325,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-70-img-3_nobg.png,BG-70-img-3_nobg.png,.png,1030601,2048,2048,RGBA,e05659255940c8a75b6d84b02f7d3634810883cb7d177d3fd1b5bfe42dd120c8,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/e05659255940_sddb_00420.png
1080,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-71-img-2_nobg.png,BG-71-img-2_nobg.png,.png,715699,2048,2048,RGBA,a525c0e26ffa5457e8beffa6c4cd78e2dc89a2d2b14570b4d93997d314381f49,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/a525c0e26ffa_sddb_00421.png
640,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-72-img-1_nobg.png,BG-72-img-1_nobg.png,.png,967726,2048,2048,RGBA,44c76668c2d62c41d9bce1aeaa51c5628ff5200c10add7bfd97c41d1a70d8c1a,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/44c76668c2d6_sddb_00422.png
1364,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-72-img-3_nobg.png,BG-72-img-3_nobg.png,.png,964134,2048,2048,RGBA,e99af46a4895b73b5ccdc5372037216d1ab347f45a7a885d9e7ceb188edcaf83,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/e99af46a4895_sddb_00423.png
323,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-73-img-1_nobg.png,BG-73-img-1_nobg.png,.png,689917,2048,2048,RGBA,011ef7d9c6c0b36f11815bbf1e058f09157732308b2987cb487519a216015516,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/011ef7d9c6c0_sddb_00424.png
1436,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-73-img-2_nobg.png,BG-73-img-2_nobg.png,.png,785172,2048,2048,RGBA,f86e65f8c8ecdef48834752bcc246d9ce61a2387693dfa632209ec0f59c42c71,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/f86e65f8c8ec_sddb_00425.png
1394,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-73-img-3_nobg.png,BG-73-img-3_nobg.png,.png,909730,2048,2048,RGBA,f125ccad32eeb3e446c911b68fc31aab4c56b41f54b3032b587da3f698f3ffba,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/f125ccad32ee_sddb_00426.png
1188,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-74-img-1_nobg.png,BG-74-img-1_nobg.png,.png,1000548,2048,2048,RGBA,bca84028293feeffa3e63b24a0d7c945d11dbe433d1223730d9f88d7776a1414,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/bca84028293f_sddb_00427.png
1199,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-74-img-3_nobg.png,BG-74-img-3_nobg.png,.png,1071445,2048,2048,RGBA,bf4c26a489b7b6983a3192a4bdd1bc7d597dddfece72e5d926f9e16840904c9f,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/bf4c26a489b7_sddb_00428.png
1377,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-75-img-1_nobg.png,BG-75-img-1_nobg.png,.png,959627,2048,2048,RGBA,ebd36c15e38965eacd1a7500a66ce433340746576c1134d41f8308b5c2cdd4a0,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/ebd36c15e389_sddb_00429.png
974,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-75-img-2_nobg.png,BG-75-img-2_nobg.png,.png,914888,2048,2048,RGBA,8c9df814c708115e432348a9c1c552bca6399eedaeaf525c8edd62e0937eb866,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/8c9df814c708_sddb_00430.png
316,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-75-img-3_nobg.png,BG-75-img-3_nobg.png,.png,946721,2048,2048,RGBA,002515b851849df1de3128e06f8776f914f955b8748427679e0779430b5284ce,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/002515b85184_sddb_00431.png
747,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-8-img-1_nobg.png,BG-8-img-1_nobg.png,.png,889697,2048,2048,RGBA,5b605a47b77afd112b1d720895be25e285e9beef530a1e7c38ea7f66cef79ac9,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/5b605a47b77a_sddb_00432.png
553,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-8-img-3_nobg.png,BG-8-img-3_nobg.png,.png,781535,2048,2048,RGBA,325c8072ae226d71923fc4a3d5854f554591c0008dec1299836073c273214716,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/325c8072ae22_sddb_00433.png
1185,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-9-img-1_nobg.png,BG-9-img-1_nobg.png,.png,1071764,2048,2048,RGBA,bbcb5b0e58d5f69beb7a97f9f953f13c553977601a9a3025b6d2a6d35cb529ba,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/bbcb5b0e58d5_sddb_00434.png
887,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-9-img-2_nobg.png,BG-9-img-2_nobg.png,.png,1208324,2048,2048,RGBA,794f39f034304e86fcf58adcbf9b5830f61f4c764fed0c61c8b1e7753e5ecccf,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/794f39f03430_sddb_00435.png
812,ShrimpDiseaseDB,BG,/kaggle/working/downloaded_datasets/processed_images/processed_images/2. BG/BG-9-img-3_nobg.png,BG-9-img-3_nobg.png,.png,1242720,2048,2048,RGBA,6a375781e91bb389c47fe0efe037a9b82f9bf1ea080ed4b8320ed35169c186dd,BG,train,1,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/01_BG/6a375781e91b_sddb_00436.png
117,ShrimpDB,Tom_BT,/kaggle/input/datasets/vohoangtu/shrimpdb/Tom_BT/0000404-tom-su-bien-cua-lo-10-12-con-kg--1000-1528947554.jpg_no_bg.png,0000404-tom-su-bien-cua-lo-10-12-con-kg--1000-1528947554.jpg_no_bg.png,.png,309585,577,433,RGBA,611b3d71d6d17277afee9ffb7600103b81e476ddf0ad927785ab80b15ee0fc3d,Healthy,train,0,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/00_Healthy/611b3d71d6d1_sdb_00437.png
300,ShrimpDB,Tom_BT,/kaggle/input/datasets/vohoangtu/shrimpdb/Tom_BT/1507903025_tom-cpsh.jpg_no_bg.png,1507903025_tom-cpsh.jpg_no_bg.png,.png,174890,527,352,RGBA,f03ae0d4b8f0f88b2a322c53569c00fa31c09dab7c595843a72bd6e5ae63b889,Healthy,train,0,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/00_Healthy/f03ae0d4b8f0_sdb_00438.png
180,ShrimpDB,Tom_BT,/kaggle/input/datasets/vohoangtu/shrimpdb/Tom_BT/1_60701 (1).jpg,1_60701 (1).jpg,.jpg,158110,1000,594,RGB,8c5648ce440dda4bc0fb663c902449454c41e4dc16279acc93e853c9ff54de16,Healthy,train,0,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/00_Healthy/8c5648ce440d_sdb_00439.jpg
102,ShrimpDB,Tom_BT,/kaggle/input/datasets/vohoangtu/shrimpdb/Tom_BT/3.su-khac-biet-giua-tom-khoe-va-tom-benh-em1s.jpg_no_bg.png,3.su-khac-biet-giua-tom-khoe-va-tom-benh-em1s.jpg_no_bg.png,.png,33925,149,288,RGBA,522a37c87e0096587f7bab5dcc33b5ed6eaedb6f3b68498db561993a02691b0e,Healthy,train,0,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/00_Healthy/522a37c87e00_sdb_00440.png
94,ShrimpDB,Tom_BT,/kaggle/input/datasets/vohoangtu/shrimpdb/Tom_BT/Ky-thuat-nuoi-tom-the-chan-trang.jpg,Ky-thuat-nuoi-tom-the-chan-trang.jpg,.jpg,65265,400,267,RGB,4dcf1f488a28fe4139e3c52cea81ca1b4b5ae51f3ae9510255a9328ef9ea6be6,Healthy,train,0,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/00_Healthy/4dcf1f488a28_sdb_00441.jpg
313,ShrimpDB,Tom_BT,/kaggle/input/datasets/vohoangtu/shrimpdb/Tom_BT/Nuoi-tom-che-pham-SH9AE9938.jpg,Nuoi-tom-che-pham-SH9AE9938.jpg,.jpg,101303,450,450,RGB,feeded2286dcf4423f3740b0457493b531a2f549cf2a70154dfb345e87d9187f,Healthy,train,0,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/00_Healthy/feeded2286dc_sdb_00442.jpg
229,ShrimpDB,Tom_BT,/kaggle/input/datasets/vohoangtu/shrimpdb/Tom_BT/Picture1(2).jpg_no_bg.png,Picture1(2).jpg_no_bg.png,.png,394378,552,453,RGBA,aec71b418db14f484c23d9565aa2a879db54a609bf20cab295523dcdee5e866e,Healthy,train,0,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/00_Healthy/aec71b418db1_sdb_00443.png
189,ShrimpDB,Tom_BT,/kaggle/input/datasets/vohoangtu/shrimpdb/Tom_BT/Tom_chan_trang_-_hinh_1.jpg,Tom_chan_trang_-_hinh_1.jpg,.jpg,81022,1507,592,RGB,95855d5841e50bb8789a804f081947f4da5b243dc58eccdde21f3b226c30e96d,Healthy,train,0,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/00_Healthy/95855d5841e5_sdb_00444.jpg
107,ShrimpDB,Tom_BT,/kaggle/input/datasets/vohoangtu/shrimpdb/Tom_BT/Udang_Tiger_Black_Tiger_Prawn_JUMBO_Udang_Windu_Size_25_30_5.jpg,Udang_Tiger_Black_Tiger_Prawn_JUMBO_Udang_Windu_Size_25_30_5.jpg,.jpg,124731,1000,967,RGB,59e4102336c12aeb4593b53856fe5e0fecc8e0db89c54378dfbcef9a89f48b26,Healthy,train,0,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/00_Healthy/59e4102336c1_sdb_00445.jpg
31,ShrimpDB,Tom_BT,/kaggle/input/datasets/vohoangtu/shrimpdb/Tom_BT/an-do-thuc-day-nuoi-tom-su_149338.jpg_no_bg.png,an-do-thuc-day-nuoi-tom-su_149338.jpg_no_bg.png,.png,101397,410,274,RGBA,19457473cf208df90218d0f84267c2fb820c63f6777014f45217e13921a71bad,Healthy,train,0,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/00_Healthy/19457473cf20_sdb_00446.png
244,ShrimpDB,Tom_BT,/kaggle/input/datasets/vohoangtu/shrimpdb/Tom_BT/anh_6.jpg_no_bg.png,anh_6.jpg_no_bg.png,.png,203695,577,433,RGBA,ba432ca27fa3d628a69502face6e63448fdb6408dcbe004373ad83bbda5dd7fd,Healthy,train,0,/kaggle/working/cvio_shrimp_academic_study_seed42/experiments/combined4/prepared/train/00_Healthy/ba432ca27fa3_sdb_00447.png
