split,image,group_key,disease,shrimp_id,mask_instances,is_labeled,class_ids,has_bg_mask,has_wssv_mask,is_coinfection
train,BG-47-img-2_jpg.rf.10154fd8cc7d1a3c7cb14cc140e65f51.jpg,bg::47,bg,47,1,True,0,True,False,False
train,BG-47-img-3_jpg.rf.4ab7b7fa51a9dcc233846dda3fd5620a.jpg,bg::47,bg,47,1,True,0,True,False,False
train,BG-48-img-1_jpg.rf.2b90e8a72af576edd0b51d0c57910738.jpg,bg::48,bg,48,1,True,0,True,False,False
train,BG-48-img-2_jpg.rf.66c9101b95151c683749d8df6ae915fd.jpg,bg::48,bg,48,1,True,0,True,False,False
train,BG-48-img-3_jpg.rf.aaaa3239fbb6a6adbbce02fd6009b232.jpg,bg::48,bg,48,1,True,0,True,False,False
train,BG-49-img-1_jpg.rf.8e82f6087133783cac7b88cb70862678.jpg,bg::49,bg,49,1,True,0,True,False,False
train,BG-49-img-2_jpg.rf.0f82a0f45a33add98b9377fdf341e56f.jpg,bg::49,bg,49,1,True,0,True,False,False
train,BG-49-img-3_jpg.rf.076c455359c84772d78b100b56b2e98f.jpg,bg::49,bg,49,1,True,0,True,False,False
train,BG-50-img-1_jpg.rf.7b387307a4291285fc9b16696e1a4599.jpg,bg::50,bg,50,1,True,0,True,False,False
train,BG-50-img-2_jpg.rf.80d3002d0a2ccae820520730bb1b67eb.jpg,bg::50,bg,50,1,True,0,True,False,False
train,BG-51-img-1_jpg.rf.c9d8fe50a1cbedf91d13ad8a181a94bf.jpg,bg::51,bg,51,1,True,0,True,False,False
train,BG-51-img-2_jpg.rf.566097141f9d8b3899ce48b48dcf93b9.jpg,bg::51,bg,51,1,True,0,True,False,False
train,BG-51-img-3_jpg.rf.abb58534dd1782de999c96db00bb00f2.jpg,bg::51,bg,51,1,True,0,True,False,False
train,BG-52-img-1_jpg.rf.b5efd91684316c9d36eb535d6bfab967.jpg,bg::52,bg,52,1,True,0,True,False,False
train,BG-52-img-2_jpg.rf.edbe6dfda595e1d66dbc350611e29186.jpg,bg::52,bg,52,1,True,0,True,False,False
train,BG-52-img-3_jpg.rf.0f091a272df63c8a6e80f73c6f0dfa17.jpg,bg::52,bg,52,1,True,0,True,False,False
train,BG-53-img-2_jpg.rf.3c15ce96e703974a426eaa9d5869cd3d.jpg,bg::53,bg,53,1,True,0,True,False,False
train,BG-53-img-3_jpg.rf.395aac0fd8265044c1cc3ac51122bae9.jpg,bg::53,bg,53,1,True,0,True,False,False
train,BG-54-img-1_jpg.rf.86c7be088c565d1478a1d96a4e13ee25.jpg,bg::54,bg,54,1,True,0,True,False,False
train,BG-54-img-2_jpg.rf.e834cce8e67889dac2a9283689573530.jpg,bg::54,bg,54,1,True,0,True,False,False
train,BG-55-img-1_jpg.rf.e22d0f302728419f3f1677e0ce97ee66.jpg,bg::55,bg,55,1,True,0,True,False,False
train,BG-56-img-1_jpg.rf.44d0b0831a3e63dcebbed201df6c6916.jpg,bg::56,bg,56,1,True,0,True,False,False
train,BG-56-img-2_jpg.rf.a4ad05a4f97dd6402aa265574298fb31.jpg,bg::56,bg,56,1,True,0,True,False,False
train,BG-56-img-3_jpg.rf.5c54e23319dfa7b5f1be47b2a2e55b78.jpg,bg::56,bg,56,1,True,0,True,False,False
train,BG-58-img-1_jpg.rf.3e3671a05b9857eec212c12323fb55ba.jpg,bg::58,bg,58,1,True,0,True,False,False
train,BG-58-img-2_jpg.rf.c66a5383b1cb5daf5d5927d599927053.jpg,bg::58,bg,58,1,True,0,True,False,False
train,BG-58-img-3_jpg.rf.98ffd70d74159c4b78ce2c0cf9849181.jpg,bg::58,bg,58,1,True,0,True,False,False
train,BG-59-img-1_jpg.rf.7677f93ede0eb0fbfb0b41195b27348f.jpg,bg::59,bg,59,1,True,0,True,False,False
train,BG-59-img-2_jpg.rf.8c2e1779ebc53b041289fcaa3092ece3.jpg,bg::59,bg,59,1,True,0,True,False,False
train,BG-59-img-3_jpg.rf.64ee46f40212cd55eb7a2a90f020ed18.jpg,bg::59,bg,59,1,True,0,True,False,False
train,BG-6-img-2_jpg.rf.a5494e35971c4b00d0a08f2bb0b47bff.jpg,bg::6,bg,6,1,True,0,True,False,False
train,BG-6-img-3_jpg.rf.529778ed4de7937bd953263eca2d1e38.jpg,bg::6,bg,6,1,True,0,True,False,False
train,BG-60-img-1_jpg.rf.9a258a52561dbaa9191b73301a0e75e2.jpg,bg::60,bg,60,1,True,0,True,False,False
train,BG-61-img-1_jpg.rf.53ba41b647276ec21cf8050e3652dcf4.jpg,bg::61,bg,61,1,True,0,True,False,False
train,BG-61-img-2_jpg.rf.af1eb1935f5e378cd394a3c275dbd8fa.jpg,bg::61,bg,61,1,True,0,True,False,False
train,BG-61-img-3_jpg.rf.245cc146a0914c4bf0e41ff15e848e2b.jpg,bg::61,bg,61,1,True,0,True,False,False
train,BG-62-img-1_jpg.rf.7de093511fcfe01fec31aab1b29003d8.jpg,bg::62,bg,62,1,True,0,True,False,False
train,BG-62-img-2_jpg.rf.337f1f1c4939ddf10c8a167341c2362d.jpg,bg::62,bg,62,1,True,0,True,False,False
train,BG-62-img-3_jpg.rf.dad4372cc9d48a71b014aa81801097da.jpg,bg::62,bg,62,1,True,0,True,False,False
train,BG-63-img-1_jpg.rf.e038f029321015fd79edd9590fc6945d.jpg,bg::63,bg,63,1,True,0,True,False,False
train,BG-63-img-2_jpg.rf.b40bcbad4fa96c95178767d264d23e9a.jpg,bg::63,bg,63,1,True,0,True,False,False
train,BG-64-img-1_jpg.rf.81884b4443484d8f0ef17ccc941afb27.jpg,bg::64,bg,64,1,True,0,True,False,False
train,BG-64-img-2_jpg.rf.99d126f9a66a9401e2257cb3aded1b9a.jpg,bg::64,bg,64,1,True,0,True,False,False
train,BG-64-img-3_jpg.rf.1cc2b8ad048057d6527dee2a03f4055f.jpg,bg::64,bg,64,1,True,0,True,False,False
train,BG-65-img-1_jpg.rf.501a77c5929a073194ff4b1387b1b9e9.jpg,bg::65,bg,65,1,True,0,True,False,False
train,BG-66-img-1_jpg.rf.67a4fbff0203217b1b34ee974a902891.jpg,bg::66,bg,66,1,True,0,True,False,False
train,BG-66-img-2_jpg.rf.d3b3bf5e1c0e73a23aab4f261c5506c8.jpg,bg::66,bg,66,1,True,0,True,False,False
train,BG-67-img-1_jpg.rf.85fdc35cf338e989683ebb010532cdcc.jpg,bg::67,bg,67,1,True,0,True,False,False
train,BG-67-img-3_jpg.rf.df139735376990caf170625265ec0142.jpg,bg::67,bg,67,1,True,0,True,False,False
train,BG-68-img-2_jpg.rf.89e464e8bf4a029214160e9e4cee826f.jpg,bg::68,bg,68,1,True,0,True,False,False
train,BG-68-img-3_jpg.rf.4eab7dfcb4a4a5485c11df6e516cbe32.jpg,bg::68,bg,68,1,True,0,True,False,False
train,BG-69-img-1_jpg.rf.0a30c057ea069d51270e8789341fc861.jpg,bg::69,bg,69,1,True,0,True,False,False
train,BG-69-img-3_jpg.rf.153fa8b5ec1704a7f80ae140912c1118.jpg,bg::69,bg,69,1,True,0,True,False,False
train,BG-7-img-1_jpg.rf.14693a1632af911300d4c042cefa86de.jpg,bg::7,bg,7,1,True,0,True,False,False
train,BG-7-img-2_jpg.rf.00c85bbc6bdfec7845519a2c8350bd40.jpg,bg::7,bg,7,1,True,0,True,False,False
train,BG-7-img-3_jpg.rf.d880f204ac683e2758d40c454f9ef9b2.jpg,bg::7,bg,7,1,True,0,True,False,False
train,BG-70-img-1_jpg.rf.8a756d3792ff2cc7186135eea54c3fd3.jpg,bg::70,bg,70,2,True,0,True,False,False
train,BG-70-img-2_jpg.rf.c2883bdde7ac5974ba42d2fdbe26fc14.jpg,bg::70,bg,70,2,True,0,True,False,False
train,BG-70-img-3_jpg.rf.a573f1e997e709c57ae91759e1ebdbcc.jpg,bg::70,bg,70,2,True,0,True,False,False
train,BG-71-img-1_jpg.rf.14c9b83cc0d161d2c90a0ec9ec00750e.jpg,bg::71,bg,71,1,True,0,True,False,False
train,BG-71-img-3_jpg.rf.4c3a4de7591410ea023c82bd84f27a72.jpg,bg::71,bg,71,1,True,0,True,False,False
train,BG-72-img-1_jpg.rf.b5187b28a8b1c4ed5a1d2b7657b0df88.jpg,bg::72,bg,72,1,True,0,True,False,False
train,BG-72-img-2_jpg.rf.cb56a1d668679a9e819d8174834d7982.jpg,bg::72,bg,72,1,True,0,True,False,False
train,BG-72-img-3_jpg.rf.0fabd4b73159ca02e34b4b87e988924b.jpg,bg::72,bg,72,1,True,0,True,False,False
train,BG-73-img-1_jpg.rf.cb5d79a6eacbe9b54d21c39e3fe59488.jpg,bg::73,bg,73,1,True,0,True,False,False
train,BG-73-img-2_jpg.rf.40310531057bb9ad18d0fb93550fee45.jpg,bg::73,bg,73,1,True,0,True,False,False
train,BG-73-img-3_jpg.rf.9a8a69ccd19ac15d23a99d636393f9a7.jpg,bg::73,bg,73,1,True,0,True,False,False
train,BG-74-img-2_jpg.rf.6f0ecfec678415913e90ae4573116579.jpg,bg::74,bg,74,1,True,0,True,False,False
train,BG-74-img-3_jpg.rf.01679e23de6db6c658eb8f20fb4a9030.jpg,bg::74,bg,74,1,True,0,True,False,False
train,BG-75-img-2_jpg.rf.c9a64902a2d1d35ad83fde5ea3eaaf47.jpg,bg::75,bg,75,1,True,0,True,False,False
train,BG-8-img-1_jpg.rf.89ec73f6d85460271e005d2326a968cd.jpg,bg::8,bg,8,1,True,0,True,False,False
train,BG-8-img-2_jpg.rf.f1fb4a4d3b76b8655250b400e3052eb1.jpg,bg::8,bg,8,1,True,0,True,False,False
train,BG-8-img-3_jpg.rf.d9c548ebf11c6f0c3d7a2af16ba73aae.jpg,bg::8,bg,8,1,True,0,True,False,False
train,BG-9-img-1_jpg.rf.b2c49f6a1d886d1fa528eae99ab9298b.jpg,bg::9,bg,9,1,True,0,True,False,False
train,BG-9-img-2_jpg.rf.1cf266d76c3facd3d55a3b7e53ad8b6a.jpg,bg::9,bg,9,1,True,0,True,False,False
train,BG-9-img-3_jpg.rf.f516f049d0789e8234c2097830dcbacc.jpg,bg::9,bg,9,1,True,0,True,False,False
train,Healthy-1-img-2_jpg.rf.c8285fb17738bf84436ba8e460f78a60.jpg,healthy::1,healthy,1,0,False,,False,False,False
train,Healthy-1-img-3_jpg.rf.8094fb7fa56cf76bb8f886a53eef738a.jpg,healthy::1,healthy,1,0,False,,False,False,False
train,Healthy-10-img-1_jpg.rf.9dfbcdb4ee0732a4e76851cfded55cf9.jpg,healthy::10,healthy,10,0,False,,False,False,False
train,Healthy-10-img-2_jpg.rf.0ca391334ab74956b9eea11b586b71f4.jpg,healthy::10,healthy,10,0,False,,False,False,False
train,Healthy-10-img-3_jpg.rf.c0742f19a3a32cf0a940f15678c18ef6.jpg,healthy::10,healthy,10,0,False,,False,False,False
train,Healthy-100-img-1_jpg.rf.313c74560f9b9ea6a22e5b0bcdeb801e.jpg,healthy::100,healthy,100,0,False,,False,False,False
train,Healthy-101-img-1_jpg.rf.1cb15ffdc335179fead1ecf821e28b0f.jpg,healthy::101,healthy,101,0,False,,False,False,False
train,Healthy-101-img-2_jpg.rf.01d4f6b37d6f2a82f27ae7ed3c92989a.jpg,healthy::101,healthy,101,0,False,,False,False,False
train,Healthy-102-img-1_jpg.rf.25a4a790665ec0f21f750f73f30ec12a.jpg,healthy::102,healthy,102,0,False,,False,False,False
train,Healthy-102-img-2_jpg.rf.76d43862b05c1298ed4460d26082cf39.jpg,healthy::102,healthy,102,0,False,,False,False,False
train,Healthy-102-img-3_jpg.rf.2facad713f144344c895226bd21a5314.jpg,healthy::102,healthy,102,0,False,,False,False,False
train,Healthy-103-img-1_jpg.rf.a4caff47c30677705238b93b3c360287.jpg,healthy::103,healthy,103,0,False,,False,False,False
train,Healthy-103-img-2_jpg.rf.8b1cb9fa54803133d53a52a06ee0aa94.jpg,healthy::103,healthy,103,0,False,,False,False,False
train,Healthy-103-img-3_jpg.rf.54bb53e7701fdab0b14042ee9e88e791.jpg,healthy::103,healthy,103,0,False,,False,False,False
train,Healthy-105-img-1_jpg.rf.6be39d913e3568a19b8153744c6fd07e.jpg,healthy::105,healthy,105,0,False,,False,False,False
train,Healthy-105-img-3_jpg.rf.fb920fb6684ea78e4b13db987c4923a3.jpg,healthy::105,healthy,105,0,False,,False,False,False
train,Healthy-106-img-1_jpg.rf.074b913de4d1f8d49720681693a59ce6.jpg,healthy::106,healthy,106,0,False,,False,False,False
train,Healthy-106-img-2_jpg.rf.299bedd7c14dbb8836e01ef68caeee74.jpg,healthy::106,healthy,106,0,False,,False,False,False
train,Healthy-106-img-3_jpg.rf.0d69f4349293b2d089f12f7beb5345c7.jpg,healthy::106,healthy,106,0,False,,False,False,False
train,Healthy-107-img-3_jpg.rf.402eb1baacca109575ff0512113f2eba.jpg,healthy::107,healthy,107,0,False,,False,False,False
train,Healthy-108-img-1_jpg.rf.f6d0a390d04b66215a6999a2c1e9134c.jpg,healthy::108,healthy,108,0,False,,False,False,False
train,Healthy-108-img-3_jpg.rf.6627f80f5bc819f0cc53999b4cce7dbd.jpg,healthy::108,healthy,108,0,False,,False,False,False
train,Healthy-109-img-2_jpg.rf.f226af473b90e700ff4b499835324399.jpg,healthy::109,healthy,109,0,False,,False,False,False
train,Healthy-109-img-3_jpg.rf.927d9c23fc54b2920f1a9a385502b8b2.jpg,healthy::109,healthy,109,0,False,,False,False,False
train,Healthy-11-img-1_jpg.rf.fe22c54dac74df13c855cbeb4894118a.jpg,healthy::11,healthy,11,0,False,,False,False,False
train,Healthy-110-img-1_jpg.rf.b80e8b3efdd45ca3b3c28b54e41cb934.jpg,healthy::110,healthy,110,0,False,,False,False,False
train,Healthy-110-img-2_jpg.rf.c08c28dca58ab5780e636cefee1230ab.jpg,healthy::110,healthy,110,0,False,,False,False,False
train,Healthy-110-img-3_jpg.rf.00ccef020e7be7820ea59c01dd8dab56.jpg,healthy::110,healthy,110,0,False,,False,False,False
train,Healthy-111-img-1_jpg.rf.9f2421ddb071fac4c2d8c7652b61d3ec.jpg,healthy::111,healthy,111,0,False,,False,False,False
train,Healthy-111-img-2_jpg.rf.d07a00387b763997a6d88f71795be9d4.jpg,healthy::111,healthy,111,0,False,,False,False,False
train,Healthy-111-img-3_jpg.rf.6b3377624850b4399a142da4fe06f8d0.jpg,healthy::111,healthy,111,0,False,,False,False,False
train,Healthy-112-img-1_jpg.rf.cfbc8832059174d9479779469987e785.jpg,healthy::112,healthy,112,0,False,,False,False,False
train,Healthy-112-img-3_jpg.rf.7dc17053394c36651621e8b4a91a5250.jpg,healthy::112,healthy,112,0,False,,False,False,False
train,Healthy-113-img-3_jpg.rf.7dbaae297945b57d36e65785ef2a55a9.jpg,healthy::113,healthy,113,0,False,,False,False,False
train,Healthy-114-img-2_jpg.rf.c6e2c33314802d79002f4c4a4ab7cc7d.jpg,healthy::114,healthy,114,0,False,,False,False,False
train,Healthy-114-img-3_jpg.rf.f800e93f4c7deec9fa4905a29b20f15b.jpg,healthy::114,healthy,114,0,False,,False,False,False
train,Healthy-115-img-1_jpg.rf.4441721e2643660f875c100ae64b86f6.jpg,healthy::115,healthy,115,0,False,,False,False,False
train,Healthy-115-img-2_jpg.rf.f48f3576213ba659fd9529a9e15edb0d.jpg,healthy::115,healthy,115,0,False,,False,False,False
train,Healthy-116-img-1_jpg.rf.1d81594517c4e1c767c84edff00625f8.jpg,healthy::116,healthy,116,0,False,,False,False,False
train,Healthy-117-img-2_jpg.rf.acbc52093293c7428a572289ce13841c.jpg,healthy::117,healthy,117,0,False,,False,False,False
train,Healthy-117-img-3_jpg.rf.c703d547148227b3448099370ec0f724.jpg,healthy::117,healthy,117,0,False,,False,False,False
train,Healthy-118-img-1_jpg.rf.6bd462504aa9af7900054c2e984baa23.jpg,healthy::118,healthy,118,0,False,,False,False,False
train,Healthy-118-img-2_jpg.rf.a85417228775c661789a12e5e86d7477.jpg,healthy::118,healthy,118,0,False,,False,False,False
train,Healthy-118-img-3_jpg.rf.989dc2d713b1012f90cb914279bd756e.jpg,healthy::118,healthy,118,0,False,,False,False,False
train,Healthy-119-img-1_jpg.rf.d7d8fa2c062f812a1486d90fb25aa1c4.jpg,healthy::119,healthy,119,0,False,,False,False,False
train,Healthy-119-img-2_jpg.rf.fefcbe877d63ee49a6387a96534ff1be.jpg,healthy::119,healthy,119,0,False,,False,False,False
train,Healthy-119-img-3_jpg.rf.ed4afaf8fd97acb4f58cc9875b3d8aa4.jpg,healthy::119,healthy,119,0,False,,False,False,False
train,Healthy-12-img-1_jpg.rf.d853c2656d4003fca3547abdaa60dfd7.jpg,healthy::12,healthy,12,0,False,,False,False,False
train,Healthy-12-img-2_jpg.rf.72ffcff31ab848a9d5acaacc8617793c.jpg,healthy::12,healthy,12,0,False,,False,False,False
train,Healthy-12-img-3_jpg.rf.f30d2ee9a7aa69c00c22512c2ee6ebca.jpg,healthy::12,healthy,12,0,False,,False,False,False
train,Healthy-120-img-1_jpg.rf.90cce675cd02ebfab71399b4afcc1fc6.jpg,healthy::120,healthy,120,0,False,,False,False,False
train,Healthy-120-img-2_jpg.rf.ac62f04f3852d4eeffaa72b9a4fa987f.jpg,healthy::120,healthy,120,0,False,,False,False,False
train,Healthy-120-img-3_jpg.rf.e431bd99038e67e0f9e426e0003ece26.jpg,healthy::120,healthy,120,0,False,,False,False,False
train,Healthy-121-img-1_jpg.rf.6bb3d1ef4ab049a71e42e8d97485aac1.jpg,healthy::121,healthy,121,0,False,,False,False,False
train,Healthy-121-img-3_jpg.rf.d857fc48b3bc66de15b4f919e19dd516.jpg,healthy::121,healthy,121,0,False,,False,False,False
train,Healthy-122-img-1_jpg.rf.01d9ec939081f4d89cc4c938efdd874f.jpg,healthy::122,healthy,122,0,False,,False,False,False
train,Healthy-122-img-2_jpg.rf.d868db28f44db38dda2c78646401876a.jpg,healthy::122,healthy,122,0,False,,False,False,False
train,Healthy-122-img-3_jpg.rf.2e6fd338344e6785c9f34e16ad5235aa.jpg,healthy::122,healthy,122,0,False,,False,False,False
train,Healthy-123-img-1_jpg.rf.f8302a326b26f14b3434e695bb179de9.jpg,healthy::123,healthy,123,0,False,,False,False,False
train,Healthy-123-img-2_jpg.rf.7aaa02004684fc8ba64ae3a735a6b08d.jpg,healthy::123,healthy,123,0,False,,False,False,False
train,Healthy-123-img-3_jpg.rf.60eb81dd4c59ae1b8505c04e26df5dff.jpg,healthy::123,healthy,123,0,False,,False,False,False
train,Healthy-124-img-1_jpg.rf.985ac6813e4ef916ed66c035aa0b7592.jpg,healthy::124,healthy,124,0,False,,False,False,False
train,Healthy-124-img-2_jpg.rf.8927f5e05ab67a70e51316a7bec31ccb.jpg,healthy::124,healthy,124,0,False,,False,False,False
train,Healthy-124-img-3_jpg.rf.8e22c7049ce3c85c7eeea5d2146aa8ed.jpg,healthy::124,healthy,124,0,False,,False,False,False
train,Healthy-125-img-1_jpg.rf.03c9e00a5a4e508a1ef708cede21ef64.jpg,healthy::125,healthy,125,0,False,,False,False,False
train,Healthy-125-img-3_jpg.rf.7647da64bfafaf943f4be3eedd18ba80.jpg,healthy::125,healthy,125,0,False,,False,False,False
train,Healthy-126-img-2_jpg.rf.5552fbbbd9663b1f8b7bfa97e6ca24a8.jpg,healthy::126,healthy,126,0,False,,False,False,False
train,Healthy-126-img-3_jpg.rf.4a2ad1e8106316c10425ec489582559b.jpg,healthy::126,healthy,126,0,False,,False,False,False
train,Healthy-127-img-1_jpg.rf.3e4ce73963818372bfb6be308e8954d6.jpg,healthy::127,healthy,127,0,False,,False,False,False
train,Healthy-127-img-2_jpg.rf.a74b01e34c20516d95674268b286790b.jpg,healthy::127,healthy,127,0,False,,False,False,False
train,Healthy-127-img-3_jpg.rf.31dbe9fe80f6b95be33f902a1d234d86.jpg,healthy::127,healthy,127,0,False,,False,False,False
train,Healthy-128-img-1_jpg.rf.669bd6c05a39b73a79b8b655048dc3b6.jpg,healthy::128,healthy,128,0,False,,False,False,False
train,Healthy-128-img-3_jpg.rf.1de9f8016a814ad545c28b8f1dd84aa4.jpg,healthy::128,healthy,128,0,False,,False,False,False
train,Healthy-129-img-1_jpg.rf.be5fbea0c13fa287e7ef4630cc77a69d.jpg,healthy::129,healthy,129,0,False,,False,False,False
train,Healthy-129-img-2_jpg.rf.d9d93a654567e5c0ecefe4cfdbc9ee9a.jpg,healthy::129,healthy,129,0,False,,False,False,False
train,Healthy-129-img-3_jpg.rf.9738afd8e1744c083389f313377a060d.jpg,healthy::129,healthy,129,0,False,,False,False,False
train,Healthy-13-img-1_jpg.rf.ccd870b9c804e67b0f1a05ee7d5705b6.jpg,healthy::13,healthy,13,0,False,,False,False,False
train,Healthy-13-img-2_jpg.rf.f37b7f079a54171ef84ab9e0c7afccbb.jpg,healthy::13,healthy,13,0,False,,False,False,False
train,Healthy-13-img-3_jpg.rf.ec7976d3a53a5495507965eb7b725768.jpg,healthy::13,healthy,13,0,False,,False,False,False
train,Healthy-130-img-1_jpg.rf.2715e85e0a620e180c92cfcad9814f24.jpg,healthy::130,healthy,130,0,False,,False,False,False
train,Healthy-130-img-2_jpg.rf.0d385324354751697e2a99136e5ea979.jpg,healthy::130,healthy,130,0,False,,False,False,False
train,Healthy-130-img-3_jpg.rf.8c499c0403ca67f19af5bce3bd2be026.jpg,healthy::130,healthy,130,0,False,,False,False,False
train,Healthy-131-img-1_jpg.rf.84c0f68a16f87bfe0f7e26fe9d92ca38.jpg,healthy::131,healthy,131,0,False,,False,False,False
train,Healthy-131-img-2_jpg.rf.f4540e25cce9bfbd7880439baff7474c.jpg,healthy::131,healthy,131,0,False,,False,False,False
train,Healthy-131-img-3_jpg.rf.aa6ad6d7082a288496c118324330443f.jpg,healthy::131,healthy,131,0,False,,False,False,False
train,Healthy-132-img-1_jpg.rf.562ac8a8c4972cbda446517d4d712879.jpg,healthy::132,healthy,132,0,False,,False,False,False
train,Healthy-132-img-2_jpg.rf.aef77a1d7ab8c3c4127f1e1c0aa45e41.jpg,healthy::132,healthy,132,0,False,,False,False,False
train,Healthy-132-img-3_jpg.rf.c87d2d0f35698b636a0fc906bb1fe5d8.jpg,healthy::132,healthy,132,0,False,,False,False,False
train,Healthy-133-img-1_jpg.rf.6782664ade7d9f8fcd27909205b16842.jpg,healthy::133,healthy,133,0,False,,False,False,False
train,Healthy-133-img-2_jpg.rf.c79a6623b097592bbd6282670003ae5a.jpg,healthy::133,healthy,133,0,False,,False,False,False
train,Healthy-133-img-3_jpg.rf.a0cc79444523c08a43878b93688aa04f.jpg,healthy::133,healthy,133,0,False,,False,False,False
train,Healthy-134-img-1_jpg.rf.d4a1f4fded21e0b761c0206eb6a58d17.jpg,healthy::134,healthy,134,0,False,,False,False,False
train,Healthy-135-img-1_jpg.rf.63314e2b4a4fcdb7d3c83b3bf6101b88.jpg,healthy::135,healthy,135,0,False,,False,False,False
train,Healthy-135-img-2_jpg.rf.e1c8703e3d837dbb10bd7007ee2779d4.jpg,healthy::135,healthy,135,0,False,,False,False,False
train,Healthy-135-img-3_jpg.rf.7872d76184e606df37159e9e4426187c.jpg,healthy::135,healthy,135,0,False,,False,False,False
train,Healthy-136-img-3_jpg.rf.cf2f2c8821f81d042b5a6f917b458031.jpg,healthy::136,healthy,136,0,False,,False,False,False
train,Healthy-137-img-1_jpg.rf.a4fc671119d04708770a9c442b33175a.jpg,healthy::137,healthy,137,0,False,,False,False,False
train,Healthy-137-img-2_jpg.rf.4d0c127f7d1e3c81b6eccbdfb7104322.jpg,healthy::137,healthy,137,0,False,,False,False,False
train,Healthy-138-img-1_jpg.rf.2ddae488dc045e8985cdef755b0aaaf6.jpg,healthy::138,healthy,138,0,False,,False,False,False
train,Healthy-138-img-2_jpg.rf.0c0d1a2cd9a80650d313eb76a61ddbca.jpg,healthy::138,healthy,138,0,False,,False,False,False
train,Healthy-139-img-2_jpg.rf.f348c553d2d92c05eb84ef01b79c6c15.jpg,healthy::139,healthy,139,0,False,,False,False,False
train,Healthy-139-img-3_jpg.rf.ff13ce395fd23eb405f34c176681de70.jpg,healthy::139,healthy,139,0,False,,False,False,False
train,Healthy-14-img-1_jpg.rf.2f7d0ae68a96a2d31c227ec28adc5298.jpg,healthy::14,healthy,14,0,False,,False,False,False
train,Healthy-14-img-3_jpg.rf.505437300bda96097e930f04c87ddc25.jpg,healthy::14,healthy,14,0,False,,False,False,False
train,Healthy-140-img-3_jpg.rf.cfa00cd6e2d8eee3369734ecec096670.jpg,healthy::140,healthy,140,0,False,,False,False,False
train,Healthy-141-img-1_jpg.rf.4fe42c3131670a1a1388db2c94f7c335.jpg,healthy::141,healthy,141,0,False,,False,False,False
train,Healthy-141-img-2_jpg.rf.419dc4c8a94a87f3a488ee29202a9356.jpg,healthy::141,healthy,141,0,False,,False,False,False
train,Healthy-142-img-1_jpg.rf.72e87c818e699522245cfea8fccc9344.jpg,healthy::142,healthy,142,0,False,,False,False,False
train,Healthy-142-img-2_jpg.rf.da0b16df336a39654a04d60f55159de3.jpg,healthy::142,healthy,142,0,False,,False,False,False
train,Healthy-142-img-3_jpg.rf.61878f554ee03f93568dc84506ecd0ab.jpg,healthy::142,healthy,142,0,False,,False,False,False
train,Healthy-15-img-1_jpg.rf.eb95d12d4b22bdecc9faa0df96c07118.jpg,healthy::15,healthy,15,0,False,,False,False,False
train,Healthy-15-img-2_jpg.rf.eac23616d901dfe1764cf474401dd204.jpg,healthy::15,healthy,15,0,False,,False,False,False
train,Healthy-15-img-3_jpg.rf.7ca366ad47f17383fac0ab5b956ffc53.jpg,healthy::15,healthy,15,0,False,,False,False,False
train,Healthy-16-img-1_jpg.rf.ea763895fdf04b763d931df4a2aebde8.jpg,healthy::16,healthy,16,0,False,,False,False,False
train,Healthy-16-img-3_jpg.rf.f9f242e60e0a19644459c8e430138d4f.jpg,healthy::16,healthy,16,0,False,,False,False,False
train,Healthy-17-img-1_jpg.rf.b74e14d17559d0c58304a1956154661f.jpg,healthy::17,healthy,17,0,False,,False,False,False
train,Healthy-17-img-2_jpg.rf.6a04f9da0b5f4b2a9294b33841b55a86.jpg,healthy::17,healthy,17,0,False,,False,False,False
train,Healthy-18-img-1_jpg.rf.e7df3ac3f8004f3eebe2fa10296737dc.jpg,healthy::18,healthy,18,0,False,,False,False,False
train,Healthy-18-img-2_jpg.rf.bdffea0dd98f82dc6897c29663872912.jpg,healthy::18,healthy,18,0,False,,False,False,False
train,Healthy-18-img-3_jpg.rf.55f26bddce95328fbac323970bc61935.jpg,healthy::18,healthy,18,0,False,,False,False,False
train,Healthy-19-img-1_jpg.rf.1e98e4f1d27756808e47f1419405bd02.jpg,healthy::19,healthy,19,0,False,,False,False,False
train,Healthy-19-img-2_jpg.rf.2c7a387ddaaa4e78ef0efff34f77cd8d.jpg,healthy::19,healthy,19,0,False,,False,False,False
train,Healthy-19-img-3_jpg.rf.e847a87a1e76b32d7bf481b446270daa.jpg,healthy::19,healthy,19,0,False,,False,False,False
train,Healthy-2-img-1_jpg.rf.9d9bd463d7a5ead8896b96e32d816013.jpg,healthy::2,healthy,2,0,False,,False,False,False
train,Healthy-2-img-2_jpg.rf.864982ed05aa06b4173ae14a144c661e.jpg,healthy::2,healthy,2,0,False,,False,False,False
train,Healthy-2-img-3_jpg.rf.124549d5f1644245a88addbe87dc526c.jpg,healthy::2,healthy,2,0,False,,False,False,False
train,Healthy-20-img-1_jpg.rf.85a9403540aa390d4f1c8da7bb03c291.jpg,healthy::20,healthy,20,0,False,,False,False,False
train,Healthy-20-img-2_jpg.rf.17880ef54ae27983f601c084bde98969.jpg,healthy::20,healthy,20,0,False,,False,False,False
train,Healthy-20-img-3_jpg.rf.48616b19d937e7a1ed6154e43ae43b64.jpg,healthy::20,healthy,20,0,False,,False,False,False
